model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
gpt-5.4,8,5a6a69,desktop,42,0.5017245542913322,0.5427306462327042,0.7276617567553023,0.7828738652479861,0.7290199656163201,0.46013787743568163
gpt-5.4,9,5a6a69,desktop,40,0.4298524193995502,0.5127788489516383,0.9595975124403594,0.6858278547981946,0.6998298575532813,0.41436026434823636
gpt-5.4,7,5a6a69,desktop,40,0.5196345421628773,0.5617877779199849,0.7327763454562812,0.8577447747048773,0.7420593303867479,0.4819603755487154
gpt-5.4,10,58b56c,mobile,45,0.4560254289626862,0.5078118222092581,1.8166018030512356,0.633398974139123,0.7043135118702583,0.4173963455197329
gpt-5.4,3,60593d,web,42,0.09191154095541776,0.37324848076133854,1.3991870001887698,0.17940038266505953,0.570879031477638,0.06535550504104377
gpt-5.4,1,60593d,web,40,0.24938872024108213,0.4503406831348258,1.111070271453242,0.4550535470160287,0.62681893574851,0.15105064608172356
gpt-5.4,2,60593d,web,40,0.3646077773128691,0.4940484990262968,0.9388923555907244,0.6952679793613402,0.6970629596992788,0.19146398020284233
gpt-5.4,4,60593d,web,40,0.305781070568075,0.44735413658057427,1.015110381250759,0.558742570265671,0.6808888441345041,0.17553059211078606
gpt-5.4,9,58b56c,mobile,42,0.6138165150501309,0.5668060876030687,1.5955856778623319,0.9534312198363996,0.7299224384097696,0.5769529235368173
gpt-5.4,6,60593d,web,40,0.14062392399756224,0.3874589518503253,1.4541191681003038,0.2951943535738854,0.5953142274172657,0.11790717763727691
gpt-5.4,5,60593d,web,38,0.3698115342419662,0.4726387087494677,0.9768691479085294,0.685824582092832,0.7091554918686338,0.2007297340900155
gpt-5.4,7,60593d,web,40,0.11069633358992573,0.39567216994554966,1.5273628742242467,0.24582365455949123,0.5635040364450263,0.033735206440768994
gpt-5.4,8,60593d,web,40,0.13306287580180245,0.3875458561912986,1.5973163783313244,0.31307579336045893,0.5797053072933225,-0.047422670420371994
gpt-5.4,9,60593d,web,40,0.3150856836279907,0.46758935391863654,1.000094416944696,0.5793409680338062,0.6784893294653844,0.1423277417154542
gpt-5.4,10,60593d,web,40,0.02807362085652253,0.356288515553541,1.878139722189549,0.0873399516561373,0.5444179533272875,-0.05535627632425637
gpt-5.4,2,61707e,web,42,0.11925560518266115,0.4544739679266989,1.2026347697509032,0.27679926250615333,0.5827125175224976,0.10678395339608028
gpt-5.4,1,61707e,web,42,0.18769822581325124,0.4600707424183686,1.1285331582284872,0.3609306118658735,0.597311257713709,0.14926339567958755
gpt-5.4,3,61707e,web,40,0.13491591170774186,0.44242124543437966,1.201872920188943,0.3024153953518433,0.5775518637412614,0.13296705893844263
gpt-5.4,4,61707e,web,40,0.1408812666118012,0.4431034405546428,1.3019932722334357,0.3180293368548392,0.5784681040789064,0.17692440249781177
